CustomerKey,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,AddressLine1,AddressLine2,Phone
11021.0,Destiny,,Wilson,0.0,1984-03-02,S,,F,destiny7@adventure-works.com,40000.0,0.0,8148 W. Lake Dr.,,622-555-0158
11022.0,Ethan,G,Zhang,0.0,1984-04-10,M,,M,ethan20@adventure-works.com,40000.0,0.0,1769 Nicholas Drive,,589-555-0185
11023.0,Seth,M,Edwards,0.0,1984-04-09,M,,M,seth46@adventure-works.com,40000.0,0.0,4499 Valley Crest,,452-555-0188
11024.0,Russell,,Xie,0.0,1984-03-16,M,,M,russell7@adventure-works.com,60000.0,0.0,8734 Oxford Place,,746-555-0186
11025.0,Alejandro,,Beck,0.0,1951-06-22,M,,M,alejandro45@adventure-works.com,10000.0,2.0,2596 Franklin Canyon Road,,1 (11) 500 555-0178
11026.0,Harold,,Sai,0.0,1951-10-01,S,,M,harold3@adventure-works.com,30000.0,2.0,8211 Leeds Ct.,,1 (11) 500 555-0131
11027.0,Jessie,R,Zhao,0.0,1952-06-05,M,,M,jessie16@adventure-works.com,30000.0,2.0,213 Valencia Place,,1 (11) 500 555-0184
11028.0,Jill,,Jimenez,0.0,1951-10-09,M,,F,jill13@adventure-works.com,30000.0,2.0,9111 Rose Ann Ave,,1 (11) 500 555-0116
11029.0,Jimmy,L,Moreno,0.0,1952-06-19,M,,M,jimmy9@adventure-works.com,30000.0,2.0,6385 Mark Twain,,1 (11) 500 555-0146
11030.0,Bethany,G,Yuan,0.0,1958-02-18,M,,F,bethany10@adventure-works.com,10000.0,2.0,636 Vine Hill Way,,1 (11) 500 555-0182
11031.0,Theresa,G,Ramos,0.0,1953-02-18,M,,F,theresa13@adventure-works.com,20000.0,4.0,6465 Detroit Ave.,,1 (11) 500 555-0195
11032.0,Denise,,Stone,0.0,1952-12-08,M,,F,denise10@adventure-works.com,20000.0,4.0,626 Bentley Street,,1 (11) 500 555-0169
11033.0,Jaime,,Nath,0.0,1958-09-19,M,,M,jaime41@adventure-works.com,20000.0,4.0,5927 Rainbow Dr,,1 (11) 500 555-0137
11034.0,Ebony,,Gonzalez,0.0,1952-12-16,M,,F,ebony19@adventure-works.com,20000.0,4.0,5167 Condor Place,,1 (11) 500 555-0136
11035.0,Wendy,,Dominguez,0.0,1953-08-23,M,,F,wendy12@adventure-works.com,10000.0,2.0,1873 Mt. Whitney Dr,,1 (11) 500 555-0177
11036.0,Jennifer,C,Russell,0.0,1984-06-16,M,,F,jennifer93@adventure-works.com,60000.0,0.0,3981 Augustine Drive,,115-555-0183
11037.0,Chloe,M,Garcia,0.0,1983-05-27,S,,F,chloe27@adventure-works.com,40000.0,0.0,8915 Woodside Way,,229-555-0112
11038.0,Diana,F,Hernandez,0.0,1953-09-20,M,,F,diana2@adventure-works.com,10000.0,2.0,8357 Sandy Cove Lane,,1 (11) 500 555-0114
11039.0,Marc,J,Martin,0.0,1954-06-16,M,,M,marc3@adventure-works.com,30000.0,3.0,9353 Creekside Dr.,,1 (11) 500 555-0183
11040.0,Jesse,,Murphy,0.0,1983-01-29,M,,M,jesse15@adventure-works.com,30000.0,0.0,3350 Kingswood Circle,,961-555-0176
11041.0,Amanda,M,Carter,0.0,1983-04-15,M,,F,amanda53@adventure-works.com,60000.0,0.0,5826 Escobar,,295-555-0145
11042.0,Megan,J,Sanchez,0.0,1982-12-11,M,,F,megan28@adventure-works.com,70000.0,0.0,1397 Paraiso Ct.,,404-555-0199
11043.0,Nathan,M,Simmons,0.0,1981-08-23,M,,M,nathan11@adventure-works.com,60000.0,0.0,1170 Shaw Rd,,296-555-0181
11044.0,Adam,L,Flores,0.0,1954-11-21,M,,M,adam10@adventure-works.com,20000.0,2.0,6935 Candle Dr,,1 (11) 500 555-0163
11045.0,Leonard,G,Nara,0.0,1955-11-16,S,,M,leonard18@adventure-works.com,30000.0,3.0,7466 La Vista Ave.,,1 (11) 500 555-0151
11046.0,Christine,,Yuan,0.0,1955-09-19,M,,F,christine4@adventure-works.com,30000.0,3.0,2356 Orange St,,1 (11) 500 555-0113
11047.0,Jaclyn,D,Lu,0.0,1955-08-27,M,,F,jaclyn12@adventure-works.com,30000.0,3.0,2812 Mazatlan,,1 (11) 500 555-0137
11048.0,Jeremy,,Powell,0.0,1956-05-21,M,,M,jeremy26@adventure-works.com,30000.0,3.0,1803 Potomac Dr.,,1 (11) 500 555-0183
11049.0,Carol,C,Rai,0.0,1986-01-15,S,,F,carol8@adventure-works.com,40000.0,0.0,6064 Madrid,,654-555-0180
11050.0,Alan,,Zheng,0.0,1957-03-06,M,,M,alan23@adventure-works.com,30000.0,3.0,2741 Gainborough Dr.,,1 (11) 500 555-0135
11051.0,Daniel,,Johnson,0.0,1957-01-31,S,,M,daniel18@adventure-works.com,30000.0,3.0,8085 Sunnyvale Avenue,,1 (11) 500 555-0155
11052.0,Heidi,,Lopez,0.0,1957-02-03,S,,F,heidi19@adventure-works.com,40000.0,2.0,2514 Via Cordona,,1 (11) 500 555-0168
11053.0,Ana,E,Price,0.0,1986-02-17,M,,F,ana0@adventure-works.com,60000.0,0.0,1660 Stonyhill Circle,,859-555-0113
11054.0,Deanna,,Munoz,0.0,1957-09-07,M,,F,deanna33@adventure-works.com,40000.0,2.0,5825 B Way,,1 (11) 500 555-0192
11055.0,Gilbert,,Raje,0.0,1957-09-02,M,,M,gilbert35@adventure-works.com,40000.0,2.0,8811 The Trees Dr.,,1 (11) 500 555-0129
11056.0,Michele,L,Nath,0.0,1958-10-01,M,,F,michele19@adventure-works.com,40000.0,3.0,5464 Janin Pl.,,1 (11) 500 555-0178
11057.0,Carl,J,Andersen,0.0,1970-04-07,M,,M,carl12@adventure-works.com,70000.0,2.0,6930 Lake Nadine Place,,1 (11) 500 555-0181
11058.0,Marc,,Diaz,0.0,1965-04-23,M,,M,marc6@adventure-works.com,80000.0,2.0,6645 Sinaloa,,1 (11) 500 555-0149
11059.0,Ashlee,J,Andersen,0.0,1959-09-29,S,,F,ashlee19@adventure-works.com,80000.0,2.0,8255 Highland Road,,1 (11) 500 555-0112
11060.0,Jon,L,Zhou,0.0,1959-09-14,M,,M,jon28@adventure-works.com,80000.0,2.0,6574 Hemlock Ave.,,1 (11) 500 555-0174
11061.0,Todd,M,Gao,0.0,1976-02-20,M,,M,todd14@adventure-works.com,80000.0,2.0,8808 Geneva Ave,,1 (11) 500 555-0191
11062.0,Noah,D,Powell,0.0,1981-03-01,M,,M,noah5@adventure-works.com,40000.0,0.0,9794 Marion Ct,,767-555-0113
11063.0,Angela,,Murphy,0.0,1980-10-04,S,,F,angela41@adventure-works.com,40000.0,0.0,4927 Virgil Street,# 21,451-555-0162
11064.0,Chase,,Reed,0.0,1981-06-05,M,,M,chase21@adventure-works.com,40000.0,0.0,2721 Alexander Pl.,,892-555-0184
11065.0,Jessica,,Henderson,0.0,1979-04-08,M,,F,jessica29@adventure-works.com,60000.0,0.0,9343 Ironwood Way,,278-555-0186
11066.0,Grace,T,Butler,0.0,1979-05-27,M,,F,grace62@adventure-works.com,70000.0,0.0,4739 Garden Ave.,,712-555-0141
11067.0,Caleb,F,Carter,0.0,1982-03-25,S,,M,caleb40@adventure-works.com,60000.0,0.0,9563 Pennsylvania Blvd.,,944-555-0167
11068.0,Tiffany,,Liang,0.0,1966-09-19,S,,F,tiffany17@adventure-works.com,80000.0,2.0,3608 Sinclair Avenue,# 701,1 (11) 500 555-0177
11069.0,Carolyn,,Navarro,0.0,1966-09-17,S,,F,carolyn30@adventure-works.com,80000.0,2.0,4606 Springwood Court,,1 (11) 500 555-0145
11070.0,Willie,T,Raji,0.0,1960-10-02,M,,M,willie40@adventure-works.com,80000.0,2.0,6260 Vernal Drive,,1 (11) 500 555-0151
11071.0,Linda,,Serrano,0.0,1960-12-23,S,,F,linda31@adventure-works.com,80000.0,2.0,9808 Shaw Rd.,,1 (11) 500 555-0130
11072.0,Casey,,Luo,0.0,1960-08-05,S,,F,casey6@adventure-works.com,80000.0,2.0,9513 Roslyn Drive,,1 (11) 500 555-0125
11073.0,Amy,,Ye,0.0,1962-02-11,S,,F,amy16@adventure-works.com,70000.0,2.0,2262 Kirkwood Ct.,,1 (11) 500 555-0185
11074.0,Levi,A,Arun,0.0,1962-02-25,S,,M,levi6@adventure-works.com,70000.0,2.0,4661 Bluetail,,1 (11) 500 555-0127
11075.0,Felicia,L,Jimenez,0.0,1963-05-16,S,,F,felicia4@adventure-works.com,80000.0,2.0,786 Eastgate Ave,,1 (11) 500 555-0165
11076.0,Blake,,Anderson,0.0,1963-01-10,S,,M,blake9@adventure-works.com,80000.0,2.0,5436 Clear,# 101,1 (11) 500 555-0113
11077.0,Leah,,Ye,0.0,1963-03-19,S,,F,leah7@adventure-works.com,80000.0,2.0,1291 Arguello Blvd.,,1 (11) 500 555-0154
11078.0,Gina,E,Martin,0.0,1985-01-06,S,,F,gina1@adventure-works.com,40000.0,0.0,1349 Sol St.,,196-555-0114
11079.0,Donald,,Gonzalez,0.0,1970-03-07,S,,M,donald20@adventure-works.com,160000.0,0.0,4236 Malibu Place,,1 (11) 500 555-0137
11080.0,Damien,,Chander,0.0,1965-01-13,M,,M,damien32@adventure-works.com,170000.0,0.0,9941 Stonehedge Dr.,,1 (11) 500 555-0111
11081.0,Savannah,C,Baker,0.0,1972-01-21,M,,F,savannah39@adventure-works.com,120000.0,2.0,1210 Trafalgar Circle,,478-555-0117
11082.0,Angela,L,Butler,0.0,1972-02-01,S,,F,angela17@adventure-works.com,130000.0,0.0,6040 Listing Ct,,579-555-0195
11083.0,Alyssa,F,Cox,0.0,1977-03-11,M,,F,alyssa37@adventure-works.com,130000.0,0.0,867 La Orinda Place,,561-555-0140
11084.0,Lucas,,Phillips,0.0,1963-03-12,S,,M,lucas7@adventure-works.com,80000.0,2.0,8668 St. Celestine Court,,863-555-0172
11085.0,Emily,,Johnson,0.0,1963-01-16,S,,F,emily1@adventure-works.com,60000.0,2.0,7926 Stephanie Way,,850-555-0184
11086.0,Ryan,,Brown,0.0,1963-06-22,M,,M,ryan43@adventure-works.com,70000.0,2.0,2939 Wesley Ct.,,539-555-0198
11087.0,Tamara,L,Liang,0.0,1963-04-02,M,,F,tamara6@adventure-works.com,70000.0,3.0,3791 Rossmor Parkway,,178-555-0152
11088.0,Hunter,,Davis,0.0,1963-05-25,M,,M,hunter64@adventure-works.com,80000.0,2.0,4308 Sand Pointe Lane,,612-555-0141
11089.0,Abigail,M,Price,0.0,1962-08-05,S,,F,abigail25@adventure-works.com,80000.0,2.0,2685 Blackburn Ct,,532-555-0117
11090.0,Trevor,,Bryant,0.0,1968-12-13,S,,M,trevor18@adventure-works.com,90000.0,2.0,5781 Sharon Dr.,,853-555-0174
11091.0,Dalton,,Perez,0.0,1962-10-02,M,,M,dalton37@adventure-works.com,90000.0,2.0,6083 San Jose,,559-555-0115
11092.0,Cheryl,A,Diaz,0.0,1972-11-02,M,,F,cheryl4@adventure-works.com,90000.0,2.0,7297 Kaywood Drive,,1 (11) 500 555-0192
11093.0,Aimee,A,He,0.0,1978-09-06,M,,F,aimee13@adventure-works.com,100000.0,0.0,1833 Olympic Drive,,1 (11) 500 555-0161
11094.0,Cedric,W,Ma,0.0,1967-09-29,S,,M,cedric15@adventure-works.com,70000.0,1.0,3407 Oak Brook Place,,1 (11) 500 555-0115
11095.0,Chad,,Kumar,0.0,1968-02-29,S,,M,chad9@adventure-works.com,70000.0,1.0,1681 Lighthouse Way,,1 (11) 500 555-0151
11096.0,Andrés,,Anand,0.0,1968-02-07,M,,M,andrés18@adventure-works.com,60000.0,1.0,5423 Los Gatos Ct.,,1 (11) 500 555-0184
11097.0,Edwin,R,Nara,0.0,1972-10-23,M,,M,edwin39@adventure-works.com,60000.0,1.0,719 William Way,,1 (11) 500 555-0112
11098.0,Mallory,S,Rubio,0.0,1966-10-29,S,,F,mallory7@adventure-works.com,60000.0,1.0,6452 Harris Circle,,1 (11) 500 555-0157
11099.0,Adam,,Ross,0.0,1966-09-05,M,,M,adam2@adventure-works.com,60000.0,1.0,4378 Westminster Place,,1 (11) 500 555-0186
11100.0,Latasha,L,Navarro,0.0,1966-03-15,S,,F,latasha10@adventure-works.com,60000.0,1.0,6954 Ranch Road,,1 (11) 500 555-0123
11101.0,Abby,L,Sai,0.0,1970-11-05,S,,F,abby4@adventure-works.com,70000.0,0.0,7074 N. Spoonwood Court,,1 (11) 500 555-0174
11102.0,Julia,L,Nelson,0.0,1970-10-19,S,,F,julia7@adventure-works.com,80000.0,5.0,2196 Coat Ct.,,1 (11) 500 555-0124
11103.0,Cassie,,Chande,0.0,1981-04-12,S,,F,cassie13@adventure-works.com,70000.0,0.0,9448 San Marino Ct.,,1 (11) 500 555-0166
11104.0,Edgar,A,Sara,0.0,1975-03-08,M,,M,edgar11@adventure-works.com,70000.0,0.0,6127 Lilly Lane,,1 (11) 500 555-0125
11105.0,Candace,,Fernandez,0.0,1970-06-27,S,,F,candace15@adventure-works.com,70000.0,0.0,5029 Blue Ridge,,1 (11) 500 555-0162
11106.0,Jessie,,Liu,0.0,1970-03-11,S,,M,jessie9@adventure-works.com,70000.0,0.0,3063 Blue Jay Drive,,1 (11) 500 555-0163
11107.0,Bianca,,Lin,0.0,1976-03-04,M,,F,bianca7@adventure-works.com,90000.0,1.0,7530 Eola,,1 (11) 500 555-0121
11108.0,Kari,C,Alvarez,0.0,1969-01-10,S,,F,kari25@adventure-works.com,70000.0,0.0,9178 Thornhill Place,,1 (11) 500 555-0169
11109.0,Ruben,D,Kapoor,0.0,1980-04-30,S,,M,ruben1@adventure-works.com,70000.0,0.0,1984 Glendale Circle,,1 (11) 500 555-0132
11110.0,Curtis,,Yang,0.0,1967-12-04,M,,M,curtis5@adventure-works.com,60000.0,1.0,4052 Mt. Wilson Way,,1 (11) 500 555-0127
11111.0,Meredith,T,Gutierrez,0.0,1967-08-23,M,,F,meredith34@adventure-works.com,60000.0,1.0,7610 Northridge Ct.,,1 (11) 500 555-0179
11112.0,Crystal,C,Wang,0.0,1968-03-08,M,,F,crystal3@adventure-works.com,60000.0,1.0,2773 Kirkwood Dr,,1 (11) 500 555-0134
11113.0,Micheal,A,Blanco,0.0,1973-02-17,M,,M,micheal11@adventure-works.com,70000.0,5.0,596 Marfargoa Drive,,1 (11) 500 555-0131
11114.0,Leslie,C,Moreno,0.0,1967-11-25,S,,F,leslie7@adventure-works.com,70000.0,5.0,7941 Cristobal,,1 (11) 500 555-0115
11115.0,Alvin,D,Cai,0.0,1967-08-12,M,,M,alvin20@adventure-works.com,70000.0,5.0,7759 Azalea Avenue,,1 (11) 500 555-0191
11116.0,Clinton,E,Carlson,0.0,1979-04-02,M,,M,clinton14@adventure-works.com,70000.0,5.0,7943 Cunha Ct.,,1 (11) 500 555-0184
11117.0,April,,Deng,0.0,1966-08-21,M,,F,april1@adventure-works.com,70000.0,5.0,485 Ash Lane,,1 (11) 500 555-0182
11118.0,Alvin,M,Zeng,0.0,1962-12-31,S,,M,alvin21@adventure-works.com,80000.0,1.0,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174
11119.0,Evan,V,James,0.0,1940-10-07,S,,M,evan8@adventure-works.com,30000.0,2.0,4157 Sierra Ridge,,1 (11) 500 555-0187
11120.0,Beth,H,Jiménez,0.0,1942-02-06,S,,F,beth8@adventure-works.com,40000.0,2.0,7401 Las Palmas,,1 (11) 500 555-0164
11121.0,Orlando,,Suarez,0.0,1966-05-18,M,,M,orlando19@adventure-works.com,70000.0,5.0,7743 Hames Dr,,1 (11) 500 555-0198
11122.0,Byron,,Vazquez,0.0,1965-09-30,M,,M,byron9@adventure-works.com,70000.0,5.0,3187 Hackamore Lane,,1 (11) 500 555-0136
11123.0,Philip,A,Alvarez,0.0,1965-12-18,M,,M,philip4@adventure-works.com,70000.0,5.0,2775 Mt. Olivet Pl.,,1 (11) 500 555-0191
11124.0,Ross,F,Jordan,0.0,1968-07-23,S,,M,ross1@adventure-works.com,80000.0,1.0,6973 Dublin Court,,1 (11) 500 555-0126
11125.0,Dana,J,Navarro,0.0,1961-10-06,S,,F,dana2@adventure-works.com,70000.0,1.0,8481 Zartop Street,,1 (11) 500 555-0172
11126.0,Shaun,,Carson,0.0,1954-10-05,M,,M,shaun16@adventure-works.com,10000.0,2.0,57 Wolf Way,,1 (11) 500 555-0155
11127.0,Jan,,Edwards,0.0,1981-04-19,M,,F,jan11@adventure-works.com,40000.0,0.0,9409 The Alameda,,111-555-0118
11128.0,Samantha,,Long,0.0,1981-06-03,M,,F,samantha35@adventure-works.com,40000.0,0.0,1606 Alderwood Lane,,175-555-0139
11129.0,Julia,M,Wright,0.0,1981-02-01,S,,F,julia17@adventure-works.com,40000.0,0.0,7397 Central Blvd.,,456-555-0174
11130.0,Caroline,L,Russell,0.0,1985-07-05,M,,F,caroline21@adventure-works.com,30000.0,0.0,3884 Bates Court,,424-555-0137
11131.0,Amanda,,Rivera,0.0,1985-09-09,M,,F,amanda7@adventure-works.com,30000.0,0.0,9573 Royal Oak Rd.,,918-555-0126
11132.0,Melissa,E,Richardson,0.0,1986-04-25,S,,F,melissa31@adventure-works.com,30000.0,0.0,6832 Fruitwood Dr,,928-555-0118
11133.0,Angela,,Griffin,0.0,1986-03-08,S,,F,angela23@adventure-works.com,30000.0,0.0,3828 Baltic Sea Ct,,598-555-0174
11134.0,Larry,D,Townsend,0.0,1957-02-22,S,,M,larry14@adventure-works.com,10000.0,5.0,7034 Carson,,1 (11) 500 555-0130
11135.0,Marcus,L,Harris,0.0,1985-05-02,S,,M,marcus14@adventure-works.com,30000.0,0.0,9068 Quiet Place Drive,,442-555-0119
11136.0,Brianna,D,Morgan,0.0,1984-04-24,S,,F,brianna30@adventure-works.com,40000.0,0.0,9005 Eagle Ct.,,954-555-0117
11137.0,Jasmine,A,Taylor,0.0,1984-01-17,M,,F,jasmine7@adventure-works.com,40000.0,0.0,2457 Matterhorn Court,,557-555-0146
11138.0,Lauren,,Davis,0.0,1984-03-14,M,,F,lauren23@adventure-works.com,40000.0,0.0,8105 Pembrook Court,,832-555-0121
11139.0,Tanya,,Moreno,0.0,1949-11-05,S,,F,tanya2@adventure-works.com,30000.0,2.0,6155 Wilbur Drive,,1 (11) 500 555-0185
11140.0,Javier,L,Alvarez,0.0,1982-08-11,S,,M,javier1@adventure-works.com,30000.0,0.0,8935 Etcheverry Dr.,,763-555-0134
11141.0,Nicole,,Ramirez,0.0,1982-12-19,M,,F,nicole42@adventure-works.com,40000.0,0.0,1101 C Street,,152-555-0162
11142.0,Eduardo,,Patterson,0.0,1983-02-11,S,,M,eduardo55@adventure-works.com,40000.0,0.0,6255 Macalvey Dr.,,190-555-0184
11143.0,Jonathan,M,Henderson,0.0,1982-08-04,M,,M,jonathan4@adventure-works.com,40000.0,0.0,165 East Lane Road,,149-555-0113
11144.0,Edward,,Hernandez,0.0,1985-03-08,S,,M,edward48@adventure-works.com,40000.0,0.0,7607 Pine Hollow Road,,178-555-0196
11145.0,Jasmine,L,Coleman,0.0,1985-06-06,S,,F,jasmine46@adventure-works.com,40000.0,0.0,1961 Oak Grove Road,,857-555-0115
11146.0,Karla,L,Goel,0.0,1945-02-22,S,,F,karla20@adventure-works.com,40000.0,2.0,3272 Corrie Lane,,1 (11) 500 555-0137
11147.0,Ernest,L,Wu,0.0,1944-08-04,M,,M,ernest6@adventure-works.com,60000.0,2.0,1832 RiverRock Dr,,1 (11) 500 555-0139
11148.0,Ross,,Vazquez,0.0,1947-02-13,M,,M,ross32@adventure-works.com,40000.0,2.0,1201 Paso Del Rio Way,,1 (11) 500 555-0163
11149.0,Theodore,,Gill,0.0,1946-10-18,M,,M,theodore14@adventure-works.com,40000.0,2.0,9120 Pinewood Court,,1 (11) 500 555-0194
11150.0,Russell,M,Shen,0.0,1946-09-12,S,,M,russell6@adventure-works.com,40000.0,2.0,4755 Easley Drive,,1 (11) 500 555-0191
11151.0,Melinda,G,Gill,0.0,1947-08-25,S,,F,melinda9@adventure-works.com,60000.0,2.0,805 Rainier Dr.,,1 (11) 500 555-0117
11152.0,James,J,Williams,0.0,1981-07-09,S,,M,james77@adventure-works.com,40000.0,0.0,6827 Seagull Court,,355-555-0153
11153.0,Angela,R,James,0.0,1981-12-21,M,,F,angela34@adventure-works.com,40000.0,0.0,8877 Weatherly Drive,,847-555-0111
11154.0,Megan,G,Walker,0.0,1982-02-18,S,,F,megan25@adventure-works.com,40000.0,0.0,6898 Holiday Hills,,918-555-0186
11155.0,Hunter,J,Robinson,0.0,1981-07-25,S,,M,hunter50@adventure-works.com,40000.0,0.0,8356 Mori Court,,891-555-0125
11156.0,Maria,,Roberts,0.0,1981-08-06,S,,F,maria47@adventure-works.com,40000.0,0.0,9452 Mariposa Ct.,,158-555-0199
11157.0,Hannah,E,Long,0.0,1980-12-08,M,,F,hannah32@adventure-works.com,40000.0,0.0,1832 Preston Ct.,,974-555-0177
11158.0,Jason,K,Wright,0.0,1981-04-06,S,,M,jason46@adventure-works.com,40000.0,0.0,6771 Bundros Court,,694-555-0176
11159.0,Brianna,A,Hughes,0.0,1981-03-16,S,,F,brianna57@adventure-works.com,40000.0,0.0,6793 Bonifacio St.,,319-555-0183
11160.0,Maurice,M,Tang,0.0,1979-07-08,S,,M,maurice4@adventure-works.com,40000.0,0.0,2886 Chaparral Court,Space # 45,947-555-0172
11161.0,Emily,,Wood,0.0,1979-10-20,S,,F,emily27@adventure-works.com,40000.0,0.0,1562 Black Walnut,,184-555-0114
11162.0,Chase,,Cox,0.0,1979-09-02,S,,M,chase10@adventure-works.com,40000.0,0.0,P.O. Box 8070,,764-555-0116
11163.0,Gabriel,,Wang,0.0,1980-06-18,M,,M,gabriel21@adventure-works.com,40000.0,0.0,8002 Crane Court,,617-555-0150
11164.0,Devin,,Brooks,0.0,1979-11-02,S,,M,devin63@adventure-works.com,40000.0,0.0,4231 Highland Dr.,,502-555-0138
11165.0,Jocelyn,,Alexander,0.0,1979-01-15,M,,F,jocelyn18@adventure-works.com,60000.0,0.0,3376 Bank Way,,354-555-0134
11166.0,Ashley,,Martinez,0.0,1977-10-22,S,,F,ashley18@adventure-works.com,70000.0,0.0,6993 Whyte Park Ave.,,131-555-0194
11167.0,Jasmine,J,Barnes,0.0,1978-01-29,S,,F,jasmine43@adventure-works.com,80000.0,0.0,9183 Via Del Sol,,178-555-0156
11168.0,David,,Rodriguez,0.0,1973-11-12,S,,M,david83@adventure-works.com,80000.0,0.0,38 Shangri-la Rd.,,730-555-0128
11169.0,Bryce,,Richardson,0.0,1973-12-20,M,,M,bryce8@adventure-works.com,90000.0,4.0,1841 Blackwood Drive,,178-555-0176
11170.0,Carol,T,Howard,0.0,1973-08-04,M,,F,carol5@adventure-works.com,90000.0,4.0,6281 Edward Ave,,845-555-0127
11171.0,Jonathan,E,Hill,0.0,1978-10-05,S,,M,jonathan43@adventure-works.com,100000.0,1.0,3731 Chinquapin Ct,,134-555-0196
11172.0,Gabrielle,J,Adams,0.0,1973-05-20,M,,F,gabrielle58@adventure-works.com,100000.0,1.0,5621 Arcadia Pl.,,403-555-0152
11173.0,Sarah,F,Thomas,0.0,1973-02-28,S,,F,sarah13@adventure-works.com,110000.0,0.0,5636 Mt. Whitney Dr.,,868-555-0188
11174.0,Nicholas,,Robinson,0.0,1973-01-09,M,,M,nicholas19@adventure-works.com,110000.0,0.0,1318 Lasalle Street,,949-555-0138
11175.0,Luis,,Wang,0.0,1968-09-01,S,,M,luis24@adventure-works.com,70000.0,0.0,6943 Patterson Blvd.,,418-555-0127
11176.0,Mason,D,Roberts,0.0,1979-01-21,M,,M,mason25@adventure-works.com,90000.0,4.0,5753 Megan Dr.,,539-555-0162
11177.0,Jose,M,Flores,0.0,1948-01-01,M,,M,jose6@adventure-works.com,110000.0,2.0,3991 Rambling Rose Drive,,157-555-0182
11178.0,Nathan,J,Johnson,0.0,1954-08-20,M,,M,nathan55@adventure-works.com,100000.0,2.0,8927 Daylight Place,,117-555-0182
11179.0,Molly,E,Rodriguez,0.0,1959-12-08,M,,F,molly18@adventure-works.com,120000.0,2.0,5556 Riverland Dr.,,135-555-0185
11180.0,April,,Anand,0.0,1948-07-01,M,,F,april18@adventure-works.com,160000.0,1.0,3531 Brookview Drive,,702-555-0144
